sample id,region id,cell id,movie id,global_start_frame,path
20250724-2,3,236,0,180,20250724-2/000236-0.npy
20250724-2,3,236,1,200,20250724-2/000236-1.npy
20250724-2,3,236,2,220,20250724-2/000236-2.npy
20250724-2,3,237,0,180,20250724-2/000237-0.npy
20250724-2,3,237,1,200,20250724-2/000237-1.npy
20250724-2,3,237,2,220,20250724-2/000237-2.npy
20250724-2,3,238,0,180,20250724-2/000238-0.npy
20250724-2,3,238,1,200,20250724-2/000238-1.npy
20250724-2,3,238,2,220,20250724-2/000238-2.npy
20250724-2,3,239,0,180,20250724-2/000239-0.npy
20250724-2,3,239,1,200,20250724-2/000239-1.npy
20250724-2,3,239,2,220,20250724-2/000239-2.npy
20250724-2,3,240,0,180,20250724-2/000240-0.npy
20250724-2,3,240,1,200,20250724-2/000240-1.npy
20250724-2,3,240,2,220,20250724-2/000240-2.npy
20250724-2,3,241,0,180,20250724-2/000241-0.npy
20250724-2,3,241,1,200,20250724-2/000241-1.npy
20250724-2,3,241,2,220,20250724-2/000241-2.npy
20250724-2,3,242,0,180,20250724-2/000242-0.npy
20250724-2,3,242,1,200,20250724-2/000242-1.npy
20250724-2,3,242,2,220,20250724-2/000242-2.npy
20250724-2,3,243,0,180,20250724-2/000243-0.npy
20250724-2,3,243,1,200,20250724-2/000243-1.npy
20250724-2,3,243,2,220,20250724-2/000243-2.npy
20250724-2,3,244,0,180,20250724-2/000244-0.npy
20250724-2,3,244,1,200,20250724-2/000244-1.npy
20250724-2,3,244,2,220,20250724-2/000244-2.npy
20250724-2,3,245,0,180,20250724-2/000245-0.npy
20250724-2,3,245,1,200,20250724-2/000245-1.npy
20250724-2,3,245,2,220,20250724-2/000245-2.npy
20250724-2,3,246,0,180,20250724-2/000246-0.npy
20250724-2,3,246,1,200,20250724-2/000246-1.npy
20250724-2,3,246,2,220,20250724-2/000246-2.npy
20250724-2,3,247,0,180,20250724-2/000247-0.npy
20250724-2,3,247,1,200,20250724-2/000247-1.npy
20250724-2,3,247,2,220,20250724-2/000247-2.npy
20250724-2,3,248,0,180,20250724-2/000248-0.npy
20250724-2,3,248,1,200,20250724-2/000248-1.npy
20250724-2,3,248,2,220,20250724-2/000248-2.npy
20250724-2,3,249,0,180,20250724-2/000249-0.npy
20250724-2,3,249,1,200,20250724-2/000249-1.npy
20250724-2,3,249,2,220,20250724-2/000249-2.npy
20250724-2,3,250,0,180,20250724-2/000250-0.npy
20250724-2,3,250,1,200,20250724-2/000250-1.npy
20250724-2,3,250,2,220,20250724-2/000250-2.npy
20250724-2,3,251,0,180,20250724-2/000251-0.npy
20250724-2,3,251,1,200,20250724-2/000251-1.npy
20250724-2,3,251,2,220,20250724-2/000251-2.npy
20250724-2,3,252,0,180,20250724-2/000252-0.npy
20250724-2,3,252,1,200,20250724-2/000252-1.npy
20250724-2,3,252,2,220,20250724-2/000252-2.npy
20250724-2,3,253,0,180,20250724-2/000253-0.npy
20250724-2,3,253,1,200,20250724-2/000253-1.npy
20250724-2,3,253,2,220,20250724-2/000253-2.npy
20250724-2,3,254,0,180,20250724-2/000254-0.npy
20250724-2,3,254,1,200,20250724-2/000254-1.npy
20250724-2,3,254,2,220,20250724-2/000254-2.npy
20250724-2,3,255,0,180,20250724-2/000255-0.npy
20250724-2,3,255,1,200,20250724-2/000255-1.npy
20250724-2,3,255,2,220,20250724-2/000255-2.npy
20250724-2,3,256,0,180,20250724-2/000256-0.npy
20250724-2,3,256,1,200,20250724-2/000256-1.npy
20250724-2,3,256,2,220,20250724-2/000256-2.npy
20250724-2,3,257,0,180,20250724-2/000257-0.npy
20250724-2,3,257,1,200,20250724-2/000257-1.npy
20250724-2,3,257,2,220,20250724-2/000257-2.npy
20250724-2,3,258,0,180,20250724-2/000258-0.npy
20250724-2,3,258,1,200,20250724-2/000258-1.npy
20250724-2,3,258,2,220,20250724-2/000258-2.npy
20250724-2,3,259,0,180,20250724-2/000259-0.npy
20250724-2,3,259,1,200,20250724-2/000259-1.npy
20250724-2,3,259,2,220,20250724-2/000259-2.npy
20250724-2,3,260,0,180,20250724-2/000260-0.npy
20250724-2,3,260,1,200,20250724-2/000260-1.npy
20250724-2,3,260,2,220,20250724-2/000260-2.npy
20250724-2,3,261,0,180,20250724-2/000261-0.npy
20250724-2,3,261,1,200,20250724-2/000261-1.npy
20250724-2,3,261,2,220,20250724-2/000261-2.npy
20250724-2,3,262,0,180,20250724-2/000262-0.npy
20250724-2,3,262,1,200,20250724-2/000262-1.npy
20250724-2,3,262,2,220,20250724-2/000262-2.npy
20250724-2,3,263,0,180,20250724-2/000263-0.npy
20250724-2,3,263,1,200,20250724-2/000263-1.npy
20250724-2,3,263,2,220,20250724-2/000263-2.npy
20250724-2,3,264,0,180,20250724-2/000264-0.npy
20250724-2,3,264,1,200,20250724-2/000264-1.npy
20250724-2,3,264,2,220,20250724-2/000264-2.npy
20250724-2,3,265,0,180,20250724-2/000265-0.npy
20250724-2,3,265,1,200,20250724-2/000265-1.npy
20250724-2,3,265,2,220,20250724-2/000265-2.npy
20250724-2,3,266,0,180,20250724-2/000266-0.npy
20250724-2,3,266,1,200,20250724-2/000266-1.npy
20250724-2,3,266,2,220,20250724-2/000266-2.npy
20250724-2,3,267,0,180,20250724-2/000267-0.npy
20250724-2,3,267,1,200,20250724-2/000267-1.npy
20250724-2,3,267,2,220,20250724-2/000267-2.npy
20250724-2,3,268,0,180,20250724-2/000268-0.npy
20250724-2,3,268,1,200,20250724-2/000268-1.npy
20250724-2,3,268,2,220,20250724-2/000268-2.npy
20250724-2,3,269,0,180,20250724-2/000269-0.npy
20250724-2,3,269,1,200,20250724-2/000269-1.npy
20250724-2,3,269,2,220,20250724-2/000269-2.npy
20250724-2,3,270,0,180,20250724-2/000270-0.npy
20250724-2,3,270,1,200,20250724-2/000270-1.npy
20250724-2,3,270,2,220,20250724-2/000270-2.npy
20250724-2,3,271,0,180,20250724-2/000271-0.npy
20250724-2,3,271,1,200,20250724-2/000271-1.npy
20250724-2,3,271,2,220,20250724-2/000271-2.npy
20250724-2,3,272,0,180,20250724-2/000272-0.npy
20250724-2,3,272,1,200,20250724-2/000272-1.npy
20250724-2,3,272,2,220,20250724-2/000272-2.npy
20250724-2,3,273,0,180,20250724-2/000273-0.npy
20250724-2,3,273,1,200,20250724-2/000273-1.npy
20250724-2,3,273,2,220,20250724-2/000273-2.npy
20250724-2,3,274,0,180,20250724-2/000274-0.npy
20250724-2,3,274,1,200,20250724-2/000274-1.npy
20250724-2,3,274,2,220,20250724-2/000274-2.npy
20250724-2,3,275,0,180,20250724-2/000275-0.npy
20250724-2,3,275,1,200,20250724-2/000275-1.npy
20250724-2,3,275,2,220,20250724-2/000275-2.npy
20250724-2,3,276,0,180,20250724-2/000276-0.npy
20250724-2,3,276,1,200,20250724-2/000276-1.npy
20250724-2,3,276,2,220,20250724-2/000276-2.npy
20250724-2,3,277,0,180,20250724-2/000277-0.npy
20250724-2,3,277,1,200,20250724-2/000277-1.npy
20250724-2,3,277,2,220,20250724-2/000277-2.npy
20250724-2,3,278,0,180,20250724-2/000278-0.npy
20250724-2,3,278,1,200,20250724-2/000278-1.npy
20250724-2,3,278,2,220,20250724-2/000278-2.npy
20250724-2,3,279,0,180,20250724-2/000279-0.npy
20250724-2,3,279,1,200,20250724-2/000279-1.npy
20250724-2,3,279,2,220,20250724-2/000279-2.npy
20250724-2,3,280,0,180,20250724-2/000280-0.npy
20250724-2,3,280,1,200,20250724-2/000280-1.npy
20250724-2,3,280,2,220,20250724-2/000280-2.npy
20250724-2,3,281,0,180,20250724-2/000281-0.npy
20250724-2,3,281,1,200,20250724-2/000281-1.npy
20250724-2,3,281,2,220,20250724-2/000281-2.npy
20250724-2,3,282,0,180,20250724-2/000282-0.npy
20250724-2,3,282,1,200,20250724-2/000282-1.npy
20250724-2,3,282,2,220,20250724-2/000282-2.npy
20250724-2,3,283,0,180,20250724-2/000283-0.npy
20250724-2,3,283,1,200,20250724-2/000283-1.npy
20250724-2,3,283,2,220,20250724-2/000283-2.npy
20250724-2,3,284,0,180,20250724-2/000284-0.npy
20250724-2,3,284,1,200,20250724-2/000284-1.npy
20250724-2,3,284,2,220,20250724-2/000284-2.npy
20250724-2,3,285,0,180,20250724-2/000285-0.npy
20250724-2,3,285,1,200,20250724-2/000285-1.npy
20250724-2,3,285,2,220,20250724-2/000285-2.npy
20250724-2,3,286,0,180,20250724-2/000286-0.npy
20250724-2,3,286,1,200,20250724-2/000286-1.npy
20250724-2,3,286,2,220,20250724-2/000286-2.npy
20250724-2,3,287,0,180,20250724-2/000287-0.npy
20250724-2,3,287,1,200,20250724-2/000287-1.npy
20250724-2,3,287,2,220,20250724-2/000287-2.npy
20250724-2,3,288,0,180,20250724-2/000288-0.npy
20250724-2,3,288,1,200,20250724-2/000288-1.npy
20250724-2,3,288,2,220,20250724-2/000288-2.npy
20250724-2,3,289,0,180,20250724-2/000289-0.npy
20250724-2,3,289,1,200,20250724-2/000289-1.npy
20250724-2,3,289,2,220,20250724-2/000289-2.npy
20250724-2,3,290,0,180,20250724-2/000290-0.npy
20250724-2,3,290,1,200,20250724-2/000290-1.npy
20250724-2,3,290,2,220,20250724-2/000290-2.npy
20250724-2,3,291,0,180,20250724-2/000291-0.npy
20250724-2,3,291,1,200,20250724-2/000291-1.npy
20250724-2,3,291,2,220,20250724-2/000291-2.npy
20250724-2,4,292,0,240,20250724-2/000292-0.npy
20250724-2,4,292,1,260,20250724-2/000292-1.npy
20250724-2,4,292,2,280,20250724-2/000292-2.npy
20250724-2,4,293,0,240,20250724-2/000293-0.npy
20250724-2,4,293,1,260,20250724-2/000293-1.npy
20250724-2,4,293,2,280,20250724-2/000293-2.npy
20250724-2,4,294,0,240,20250724-2/000294-0.npy
20250724-2,4,294,1,260,20250724-2/000294-1.npy
20250724-2,4,294,2,280,20250724-2/000294-2.npy
20250724-2,4,295,0,240,20250724-2/000295-0.npy
20250724-2,4,295,1,260,20250724-2/000295-1.npy
20250724-2,4,295,2,280,20250724-2/000295-2.npy
20250724-2,4,296,0,240,20250724-2/000296-0.npy
20250724-2,4,296,1,260,20250724-2/000296-1.npy
20250724-2,4,296,2,280,20250724-2/000296-2.npy
20250724-2,4,297,0,240,20250724-2/000297-0.npy
20250724-2,4,297,1,260,20250724-2/000297-1.npy
20250724-2,4,297,2,280,20250724-2/000297-2.npy
20250724-2,4,298,0,240,20250724-2/000298-0.npy
20250724-2,4,298,1,260,20250724-2/000298-1.npy
20250724-2,4,298,2,280,20250724-2/000298-2.npy
20250724-2,4,299,0,240,20250724-2/000299-0.npy
20250724-2,4,299,1,260,20250724-2/000299-1.npy
20250724-2,4,299,2,280,20250724-2/000299-2.npy
20250724-2,4,300,0,240,20250724-2/000300-0.npy
20250724-2,4,300,1,260,20250724-2/000300-1.npy
20250724-2,4,300,2,280,20250724-2/000300-2.npy
20250724-2,4,301,0,240,20250724-2/000301-0.npy
20250724-2,4,301,1,260,20250724-2/000301-1.npy
20250724-2,4,301,2,280,20250724-2/000301-2.npy
20250724-2,4,302,0,240,20250724-2/000302-0.npy
20250724-2,4,302,1,260,20250724-2/000302-1.npy
20250724-2,4,302,2,280,20250724-2/000302-2.npy
20250724-2,4,303,0,240,20250724-2/000303-0.npy
20250724-2,4,303,1,260,20250724-2/000303-1.npy
20250724-2,4,303,2,280,20250724-2/000303-2.npy
20250724-2,4,304,0,240,20250724-2/000304-0.npy
20250724-2,4,304,1,260,20250724-2/000304-1.npy
20250724-2,4,304,2,280,20250724-2/000304-2.npy
20250724-2,4,305,0,240,20250724-2/000305-0.npy
20250724-2,4,305,1,260,20250724-2/000305-1.npy
20250724-2,4,305,2,280,20250724-2/000305-2.npy
20250724-2,4,306,0,240,20250724-2/000306-0.npy
20250724-2,4,306,1,260,20250724-2/000306-1.npy
20250724-2,4,306,2,280,20250724-2/000306-2.npy
20250724-2,4,307,0,240,20250724-2/000307-0.npy
20250724-2,4,307,1,260,20250724-2/000307-1.npy
20250724-2,4,307,2,280,20250724-2/000307-2.npy
20250724-2,4,308,0,240,20250724-2/000308-0.npy
20250724-2,4,308,1,260,20250724-2/000308-1.npy
20250724-2,4,308,2,280,20250724-2/000308-2.npy
20250724-2,4,309,0,240,20250724-2/000309-0.npy
20250724-2,4,309,1,260,20250724-2/000309-1.npy
20250724-2,4,309,2,280,20250724-2/000309-2.npy
20250724-2,4,310,0,240,20250724-2/000310-0.npy
20250724-2,4,310,1,260,20250724-2/000310-1.npy
20250724-2,4,310,2,280,20250724-2/000310-2.npy
20250724-2,4,311,0,240,20250724-2/000311-0.npy
20250724-2,4,311,1,260,20250724-2/000311-1.npy
20250724-2,4,311,2,280,20250724-2/000311-2.npy
20250724-2,4,312,0,240,20250724-2/000312-0.npy
20250724-2,4,312,1,260,20250724-2/000312-1.npy
20250724-2,4,312,2,280,20250724-2/000312-2.npy
20250724-2,4,313,0,240,20250724-2/000313-0.npy
20250724-2,4,313,1,260,20250724-2/000313-1.npy
20250724-2,4,313,2,280,20250724-2/000313-2.npy
20250724-2,4,314,0,240,20250724-2/000314-0.npy
20250724-2,4,314,1,260,20250724-2/000314-1.npy
20250724-2,4,314,2,280,20250724-2/000314-2.npy
20250724-2,4,315,0,240,20250724-2/000315-0.npy
20250724-2,4,315,1,260,20250724-2/000315-1.npy
20250724-2,4,315,2,280,20250724-2/000315-2.npy
20250724-2,4,316,0,240,20250724-2/000316-0.npy
20250724-2,4,316,1,260,20250724-2/000316-1.npy
20250724-2,4,316,2,280,20250724-2/000316-2.npy
20250724-2,4,317,0,240,20250724-2/000317-0.npy
20250724-2,4,317,1,260,20250724-2/000317-1.npy
20250724-2,4,317,2,280,20250724-2/000317-2.npy
20250724-2,4,318,0,240,20250724-2/000318-0.npy
20250724-2,4,318,1,260,20250724-2/000318-1.npy
20250724-2,4,318,2,280,20250724-2/000318-2.npy
20250724-2,4,319,0,240,20250724-2/000319-0.npy
20250724-2,4,319,1,260,20250724-2/000319-1.npy
20250724-2,4,319,2,280,20250724-2/000319-2.npy
20250724-2,4,320,0,240,20250724-2/000320-0.npy
20250724-2,4,320,1,260,20250724-2/000320-1.npy
20250724-2,4,320,2,280,20250724-2/000320-2.npy
20250724-2,4,321,0,240,20250724-2/000321-0.npy
20250724-2,4,321,1,260,20250724-2/000321-1.npy
20250724-2,4,321,2,280,20250724-2/000321-2.npy
20250724-2,4,322,0,240,20250724-2/000322-0.npy
20250724-2,4,322,1,260,20250724-2/000322-1.npy
20250724-2,4,322,2,280,20250724-2/000322-2.npy
20250724-2,4,323,0,240,20250724-2/000323-0.npy
20250724-2,4,323,1,260,20250724-2/000323-1.npy
20250724-2,4,323,2,280,20250724-2/000323-2.npy
20250724-2,4,324,0,240,20250724-2/000324-0.npy
20250724-2,4,324,1,260,20250724-2/000324-1.npy
20250724-2,4,324,2,280,20250724-2/000324-2.npy
20250724-2,4,325,0,240,20250724-2/000325-0.npy
20250724-2,4,325,1,260,20250724-2/000325-1.npy
20250724-2,4,325,2,280,20250724-2/000325-2.npy
20250724-2,4,326,0,240,20250724-2/000326-0.npy
20250724-2,4,326,1,260,20250724-2/000326-1.npy
20250724-2,4,326,2,280,20250724-2/000326-2.npy
20250724-2,4,327,0,240,20250724-2/000327-0.npy
20250724-2,4,327,1,260,20250724-2/000327-1.npy
20250724-2,4,327,2,280,20250724-2/000327-2.npy
20250724-2,4,328,0,240,20250724-2/000328-0.npy
20250724-2,4,328,1,260,20250724-2/000328-1.npy
20250724-2,4,328,2,280,20250724-2/000328-2.npy
20250724-2,4,329,0,240,20250724-2/000329-0.npy
20250724-2,4,329,1,260,20250724-2/000329-1.npy
20250724-2,4,329,2,280,20250724-2/000329-2.npy
20250724-2,4,330,0,240,20250724-2/000330-0.npy
20250724-2,4,330,1,260,20250724-2/000330-1.npy
20250724-2,4,330,2,280,20250724-2/000330-2.npy
20250724-2,4,331,0,240,20250724-2/000331-0.npy
20250724-2,4,331,1,260,20250724-2/000331-1.npy
20250724-2,4,331,2,280,20250724-2/000331-2.npy
20250724-2,4,332,0,240,20250724-2/000332-0.npy
20250724-2,4,332,1,260,20250724-2/000332-1.npy
20250724-2,4,332,2,280,20250724-2/000332-2.npy
20250724-2,4,333,0,240,20250724-2/000333-0.npy
20250724-2,4,333,1,260,20250724-2/000333-1.npy
20250724-2,4,333,2,280,20250724-2/000333-2.npy
20250724-2,4,334,0,240,20250724-2/000334-0.npy
20250724-2,4,334,1,260,20250724-2/000334-1.npy
20250724-2,4,334,2,280,20250724-2/000334-2.npy
20250724-2,4,335,0,240,20250724-2/000335-0.npy
20250724-2,4,335,1,260,20250724-2/000335-1.npy
20250724-2,4,335,2,280,20250724-2/000335-2.npy
20250724-2,4,336,0,240,20250724-2/000336-0.npy
20250724-2,4,336,1,260,20250724-2/000336-1.npy
20250724-2,4,336,2,280,20250724-2/000336-2.npy
20250724-2,4,337,0,240,20250724-2/000337-0.npy
20250724-2,4,337,1,260,20250724-2/000337-1.npy
20250724-2,4,337,2,280,20250724-2/000337-2.npy
20250724-2,4,338,0,240,20250724-2/000338-0.npy
20250724-2,4,338,1,260,20250724-2/000338-1.npy
20250724-2,4,338,2,280,20250724-2/000338-2.npy
20250724-2,4,339,0,240,20250724-2/000339-0.npy
20250724-2,4,339,1,260,20250724-2/000339-1.npy
20250724-2,4,339,2,280,20250724-2/000339-2.npy
20250724-2,4,340,0,240,20250724-2/000340-0.npy
20250724-2,4,340,1,260,20250724-2/000340-1.npy
20250724-2,4,340,2,280,20250724-2/000340-2.npy
20250724-2,4,341,0,240,20250724-2/000341-0.npy
20250724-2,4,341,1,260,20250724-2/000341-1.npy
20250724-2,4,341,2,280,20250724-2/000341-2.npy
20250724-2,4,342,0,240,20250724-2/000342-0.npy
20250724-2,4,342,1,260,20250724-2/000342-1.npy
20250724-2,4,342,2,280,20250724-2/000342-2.npy
20250724-2,4,343,0,240,20250724-2/000343-0.npy
20250724-2,4,343,1,260,20250724-2/000343-1.npy
20250724-2,4,343,2,280,20250724-2/000343-2.npy
20250724-2,4,344,0,240,20250724-2/000344-0.npy
20250724-2,4,344,1,260,20250724-2/000344-1.npy
20250724-2,4,344,2,280,20250724-2/000344-2.npy
20250724-2,4,345,0,240,20250724-2/000345-0.npy
20250724-2,4,345,1,260,20250724-2/000345-1.npy
20250724-2,4,345,2,280,20250724-2/000345-2.npy
20250724-2,4,346,0,240,20250724-2/000346-0.npy
20250724-2,4,346,1,260,20250724-2/000346-1.npy
20250724-2,4,346,2,280,20250724-2/000346-2.npy
20250724-2,4,347,0,240,20250724-2/000347-0.npy
20250724-2,4,347,1,260,20250724-2/000347-1.npy
20250724-2,4,347,2,280,20250724-2/000347-2.npy
20250724-2,4,348,0,240,20250724-2/000348-0.npy
20250724-2,4,348,1,260,20250724-2/000348-1.npy
20250724-2,4,348,2,280,20250724-2/000348-2.npy
20250724-2,4,349,0,240,20250724-2/000349-0.npy
20250724-2,4,349,1,260,20250724-2/000349-1.npy
20250724-2,4,349,2,280,20250724-2/000349-2.npy
20250724-2,4,350,0,240,20250724-2/000350-0.npy
20250724-2,4,350,1,260,20250724-2/000350-1.npy
20250724-2,4,350,2,280,20250724-2/000350-2.npy
20250724-2,4,351,0,240,20250724-2/000351-0.npy
20250724-2,4,351,1,260,20250724-2/000351-1.npy
20250724-2,4,351,2,280,20250724-2/000351-2.npy
20250724-2,4,352,0,240,20250724-2/000352-0.npy
20250724-2,4,352,1,260,20250724-2/000352-1.npy
20250724-2,4,352,2,280,20250724-2/000352-2.npy
20250724-2,4,353,0,240,20250724-2/000353-0.npy
20250724-2,4,353,1,260,20250724-2/000353-1.npy
20250724-2,4,353,2,280,20250724-2/000353-2.npy
20250724-2,4,354,0,240,20250724-2/000354-0.npy
20250724-2,4,354,1,260,20250724-2/000354-1.npy
20250724-2,4,354,2,280,20250724-2/000354-2.npy
20250724-2,4,355,0,240,20250724-2/000355-0.npy
20250724-2,4,355,1,260,20250724-2/000355-1.npy
20250724-2,4,355,2,280,20250724-2/000355-2.npy
20250724-2,4,356,0,240,20250724-2/000356-0.npy
20250724-2,4,356,1,260,20250724-2/000356-1.npy
20250724-2,4,356,2,280,20250724-2/000356-2.npy
20250724-2,4,357,0,240,20250724-2/000357-0.npy
20250724-2,4,357,1,260,20250724-2/000357-1.npy
20250724-2,4,357,2,280,20250724-2/000357-2.npy
20250724-2,4,358,0,240,20250724-2/000358-0.npy
20250724-2,4,358,1,260,20250724-2/000358-1.npy
20250724-2,4,358,2,280,20250724-2/000358-2.npy
20250724-2,4,359,0,240,20250724-2/000359-0.npy
20250724-2,4,359,1,260,20250724-2/000359-1.npy
20250724-2,4,359,2,280,20250724-2/000359-2.npy
20250724-2,4,360,0,240,20250724-2/000360-0.npy
20250724-2,4,360,1,260,20250724-2/000360-1.npy
20250724-2,4,360,2,280,20250724-2/000360-2.npy
20250724-2,4,361,0,240,20250724-2/000361-0.npy
20250724-2,4,361,1,260,20250724-2/000361-1.npy
20250724-2,4,361,2,280,20250724-2/000361-2.npy
20250724-2,4,362,0,240,20250724-2/000362-0.npy
20250724-2,4,362,1,260,20250724-2/000362-1.npy
20250724-2,4,362,2,280,20250724-2/000362-2.npy
20250724-2,4,363,0,240,20250724-2/000363-0.npy
20250724-2,4,363,1,260,20250724-2/000363-1.npy
20250724-2,4,363,2,280,20250724-2/000363-2.npy
20250724-2,4,364,0,240,20250724-2/000364-0.npy
20250724-2,4,364,1,260,20250724-2/000364-1.npy
20250724-2,4,364,2,280,20250724-2/000364-2.npy
20250724-2,4,365,0,240,20250724-2/000365-0.npy
20250724-2,4,365,1,260,20250724-2/000365-1.npy
20250724-2,4,365,2,280,20250724-2/000365-2.npy
20250724-2,4,366,0,240,20250724-2/000366-0.npy
20250724-2,4,366,1,260,20250724-2/000366-1.npy
20250724-2,4,366,2,280,20250724-2/000366-2.npy
20250724-2,5,367,0,300,20250724-2/000367-0.npy
20250724-2,5,367,1,320,20250724-2/000367-1.npy
20250724-2,5,367,2,340,20250724-2/000367-2.npy
20250724-2,5,368,0,300,20250724-2/000368-0.npy
20250724-2,5,368,1,320,20250724-2/000368-1.npy
20250724-2,5,368,2,340,20250724-2/000368-2.npy
20250724-2,5,369,0,300,20250724-2/000369-0.npy
20250724-2,5,369,1,320,20250724-2/000369-1.npy
20250724-2,5,369,2,340,20250724-2/000369-2.npy
20250724-2,5,370,0,300,20250724-2/000370-0.npy
20250724-2,5,370,1,320,20250724-2/000370-1.npy
20250724-2,5,370,2,340,20250724-2/000370-2.npy
20250724-2,5,371,0,300,20250724-2/000371-0.npy
20250724-2,5,371,1,320,20250724-2/000371-1.npy
20250724-2,5,371,2,340,20250724-2/000371-2.npy
20250724-2,5,372,0,300,20250724-2/000372-0.npy
20250724-2,5,372,1,320,20250724-2/000372-1.npy
20250724-2,5,372,2,340,20250724-2/000372-2.npy
20250724-2,5,373,0,300,20250724-2/000373-0.npy
20250724-2,5,373,1,320,20250724-2/000373-1.npy
20250724-2,5,373,2,340,20250724-2/000373-2.npy
20250724-2,5,374,0,300,20250724-2/000374-0.npy
20250724-2,5,374,1,320,20250724-2/000374-1.npy
20250724-2,5,374,2,340,20250724-2/000374-2.npy
20250724-2,5,375,0,300,20250724-2/000375-0.npy
20250724-2,5,375,1,320,20250724-2/000375-1.npy
20250724-2,5,375,2,340,20250724-2/000375-2.npy
20250724-2,5,376,0,300,20250724-2/000376-0.npy
20250724-2,5,376,1,320,20250724-2/000376-1.npy
20250724-2,5,376,2,340,20250724-2/000376-2.npy
20250724-2,5,377,0,300,20250724-2/000377-0.npy
20250724-2,5,377,1,320,20250724-2/000377-1.npy
20250724-2,5,377,2,340,20250724-2/000377-2.npy
20250724-2,5,378,0,300,20250724-2/000378-0.npy
20250724-2,5,378,1,320,20250724-2/000378-1.npy
20250724-2,5,378,2,340,20250724-2/000378-2.npy
20250724-2,5,379,0,300,20250724-2/000379-0.npy
20250724-2,5,379,1,320,20250724-2/000379-1.npy
20250724-2,5,379,2,340,20250724-2/000379-2.npy
20250724-2,5,380,0,300,20250724-2/000380-0.npy
20250724-2,5,380,1,320,20250724-2/000380-1.npy
20250724-2,5,380,2,340,20250724-2/000380-2.npy
20250724-2,5,381,0,300,20250724-2/000381-0.npy
20250724-2,5,381,1,320,20250724-2/000381-1.npy
20250724-2,5,381,2,340,20250724-2/000381-2.npy
20250724-2,5,382,0,300,20250724-2/000382-0.npy
20250724-2,5,382,1,320,20250724-2/000382-1.npy
20250724-2,5,382,2,340,20250724-2/000382-2.npy
20250724-2,5,383,0,300,20250724-2/000383-0.npy
20250724-2,5,383,1,320,20250724-2/000383-1.npy
20250724-2,5,383,2,340,20250724-2/000383-2.npy
20250724-2,5,384,0,300,20250724-2/000384-0.npy
20250724-2,5,384,1,320,20250724-2/000384-1.npy
20250724-2,5,384,2,340,20250724-2/000384-2.npy
20250724-2,5,385,0,300,20250724-2/000385-0.npy
20250724-2,5,385,1,320,20250724-2/000385-1.npy
20250724-2,5,385,2,340,20250724-2/000385-2.npy
20250724-2,5,386,0,300,20250724-2/000386-0.npy
20250724-2,5,386,1,320,20250724-2/000386-1.npy
20250724-2,5,386,2,340,20250724-2/000386-2.npy
20250724-2,5,387,0,300,20250724-2/000387-0.npy
20250724-2,5,387,1,320,20250724-2/000387-1.npy
20250724-2,5,387,2,340,20250724-2/000387-2.npy
20250724-2,5,388,0,300,20250724-2/000388-0.npy
20250724-2,5,388,1,320,20250724-2/000388-1.npy
20250724-2,5,388,2,340,20250724-2/000388-2.npy
20250724-2,5,389,0,300,20250724-2/000389-0.npy
20250724-2,5,389,1,320,20250724-2/000389-1.npy
20250724-2,5,389,2,340,20250724-2/000389-2.npy
20250724-2,5,390,0,300,20250724-2/000390-0.npy
20250724-2,5,390,1,320,20250724-2/000390-1.npy
20250724-2,5,390,2,340,20250724-2/000390-2.npy
20250724-2,5,391,0,300,20250724-2/000391-0.npy
20250724-2,5,391,1,320,20250724-2/000391-1.npy
20250724-2,5,391,2,340,20250724-2/000391-2.npy
20250724-2,5,392,0,300,20250724-2/000392-0.npy
20250724-2,5,392,1,320,20250724-2/000392-1.npy
20250724-2,5,392,2,340,20250724-2/000392-2.npy
20250724-2,5,393,0,300,20250724-2/000393-0.npy
20250724-2,5,393,1,320,20250724-2/000393-1.npy
20250724-2,5,393,2,340,20250724-2/000393-2.npy
20250724-2,5,394,0,300,20250724-2/000394-0.npy
20250724-2,5,394,1,320,20250724-2/000394-1.npy
20250724-2,5,394,2,340,20250724-2/000394-2.npy
20250724-2,5,395,0,300,20250724-2/000395-0.npy
20250724-2,5,395,1,320,20250724-2/000395-1.npy
20250724-2,5,395,2,340,20250724-2/000395-2.npy
20250724-2,5,396,0,300,20250724-2/000396-0.npy
20250724-2,5,396,1,320,20250724-2/000396-1.npy
20250724-2,5,396,2,340,20250724-2/000396-2.npy
20250724-2,5,397,0,300,20250724-2/000397-0.npy
20250724-2,5,397,1,320,20250724-2/000397-1.npy
20250724-2,5,397,2,340,20250724-2/000397-2.npy
20250724-2,5,398,0,300,20250724-2/000398-0.npy
20250724-2,5,398,1,320,20250724-2/000398-1.npy
20250724-2,5,398,2,340,20250724-2/000398-2.npy
20250724-2,5,399,0,300,20250724-2/000399-0.npy
20250724-2,5,399,1,320,20250724-2/000399-1.npy
20250724-2,5,399,2,340,20250724-2/000399-2.npy
20250724-2,5,400,0,300,20250724-2/000400-0.npy
20250724-2,5,400,1,320,20250724-2/000400-1.npy
20250724-2,5,400,2,340,20250724-2/000400-2.npy
20250724-2,5,401,0,300,20250724-2/000401-0.npy
20250724-2,5,401,1,320,20250724-2/000401-1.npy
20250724-2,5,401,2,340,20250724-2/000401-2.npy
20250724-2,5,402,0,300,20250724-2/000402-0.npy
